name,created_at,location,statuses_count,followers_count,favourites_count,friends_count,lang,dataset
Leonardo Cardinali,3073,769,360,18,5,65,it,0
bad mood,2982,603,151,10,23,32,it,0
antonio de martinis,3191,667,1473,108,7,250,it,0
sandro bertini,3191,416,209,30,6,301,it,0
Bianca B,2981,1270,343,76,290,171,it,0
FlavioZ,3071,297,243,117,26,106,it,0
Ilaria Maggi,3071,615,260,28,61,200,it,0
valeria cristelli,2980,1212,10,8,0,35,it,0
Katia R. B.,3070,1228,1074,31,58,89,it,0
Nicolas Vallet,2980,132,34,72,3,123,it,0
mary_aryelle,2980,924,511,82,91,228,it,0
Demetrio Pecora,3070,979,132,26,0,115,it,0
Campa,2979,130,104,11,0,75,it,0
Luca Sciortino,3069,1578,84,9,0,93,it,0
Aurora Ricci,2979,1568,133,32,10,71,it,0
ManySkills,3187,568,12046,208,1356,267,it,0
Graziano Paruolo,3069,163,736,26,7,58,it,0
I'm_crazy_c:,3187,1465,2065,473,588,1391,it,0
guglielmo wurzburger,3068,579,5036,178,1057,901,it,0
L'Ale,2978,1520,134,34,21,97,it,0
Luigi Teano,3185,1005,131,79,19,321,it,0
SAbrilla*,3184,1060,1693,52,34,154,it,0
BettyBoop,3183,511,1688,640,23,1448,it,0
gilda de villa,3183,1624,172,17,1,50,it,0
Albert Potere,3066,991,1008,14,0,36,it,0
Janet Martinelli,3182,1066,2236,133,953,272,it,0
Roberta Sperandio,3182,648,101,139,41,962,it,0
Paolo S_,3182,1005,42715,3335,44349,3313,it,0
Johnny Guitar,3182,1368,44,2,0,32,it,0
Alessandro Letizia,3182,379,693,101,20,299,it,0
ilaria,3064,1005,650,18,74,106,it,0
Anna Rita Di Fini,2973,927,95,14,3,123,it,0
Faffy♥,3178,288,78,57,3,207,it,0
elena bianchini,3064,224,4444,874,1,797,it,0
DoraBK,3063,446,419,150,135,341,it,0
Marco Sisi,3175,1005,4759,151,4,237,it,0
ResetTitti ,3175,930,11910,1068,7280,880,it,0
Marta Perego,3062,1640,236,39,620,165,it,0
SardinTesta,3062,12,186,111,0,198,it,0
valentina,3061,215,349,51,98,176,it,0
RoMi,3173,1405,232,18,3,60,en,0
lorren,3061,250,767,124,1,237,it,0
La Signora Oleson,3173,1351,2768,5331,699,285,it,0
I'm The Black King â™”,3173,987,6752,177,97,205,it,0
Slavina,3172,1146,2213,162,7,97,it,0
Alberto Puntoni,3060,1110,36,17,0,49,it,0
Gianluca Vareschi,3060,54,26,8,1,23,it,0
Antonella De Luca,3060,591,854,37,26,260,it,0
Eliana Maglio,3170,1010,436,41,22,232,it,0
Chiara Martini,3169,1544,260,56,10,96,it,0
Chiara Giordano,2967,863,80,30,0,161,it,0
Ammeg3 ,3168,400,646,137,13,390,it,0
Bruno Botti,3057,820,96,26,0,51,it,0
Riccardo Tei,3057,1411,36,16,1,67,it,0
Michele Cennerazzo,3056,1161,16,9,0,40,it,0
Myles_TRT,2965,77,35,5,5,87,it,0
Nadia Martini,2964,1348,38,10,0,22,it,0
Viviana Palmieri,3054,1396,70,22,1,106,it,0
Andrea Abrino,3054,1386,377,83,72,425,it,0
Paolo Saldari,3054,514,392,23,38,57,it,0
david tranquilli,3053,1512,986,77,393,306,it,0
Spezzino tipo,2961,1486,191,13,1,68,it,0
Giulio's Style ,2961,1061,9,8,12,21,it,0
miriam lafiandra,3052,1528,343,11,4,24,it,0
Giorgio Fabbri,2961,1388,15,17,0,92,it,0
Claudio Durigon,3052,1615,294,179,5,284,it,0
federica mazzocchini,2960,1205,34,10,1,50,it,0
Augusto Trifulmine,3050,1096,1102,189,3,164,it,0
Chiara Castelli,3049,178,96,37,29,135,it,0
fefu ,3049,344,242,10,36,63,it,0
Maria Laura Vassallo,2957,1257,293,57,2,53,it,0
Annalisa Castellanet,2957,1263,244,18,112,40,it,0
MrsD,3047,1173,2312,394,906,498,it,0
Tiz.,2956,1631,3439,474,4696,446,it,0
anna valcavi,2956,558,392,129,303,335,it,0
Alberto Moro,3046,221,208,25,50,91,it,0
Selene Impagliatelli,3045,885,44,32,2,55,it,0
Mauro Antonini,3044,1005,509,120,6,100,it,0
ErikaFabianaOliveti,2953,1076,10,16,0,124,it,0
Lorenzo Pisoni,2953,1006,14,19,0,50,it,0
Giovanni Sangiuliano,2953,1005,10,8,0,42,it,0
Chiara Di Luca,2952,816,79,16,10,75,it,0
Adrielly Barros ,3043,762,685,83,756,249,it,0
Franco Castelvedere,3043,336,603,68,60,122,it,0
la lisa,3042,537,324,28,145,208,it,0
Rosario Pitanza,3042,1300,259,50,43,76,it,0
#healthy,3041,1603,591,1061,227,1653,it,0
WebCong,3041,165,109,274,2,253,it,0
giacomo,3039,586,53,8,37,91,it,0
Stefano Castelvetri,4646,264,4728,625,27,580,it,0
Carola ,3428,142,1585,963,1823,561,it,0
Sara D.,3409,1573,25661,1245,12720,1242,it,0
L'uomo senza qualitÃ ,3406,1469,6514,1289,443,885,it,0
Stellinatrice Folle,4039,385,15795,6403,10365,5835,it,0
Guybrush S. McFly,3856,709,12826,5109,1890,63,en,0
Paolo Ammendola,3830,797,1365,258,3,342,it,0
Indigo girl,3808,603,49836,1382,387,1006,en,0
Donna in corriera ,3784,811,19172,4573,4845,831,it,0
Silvia_ross,3679,392,194,46,6,107,en,0
Katharina Scichilone,3600,1366,5385,308,97,310,de,0
Sara Giulianelli,3308,569,138,105,4,48,it,0
THE BOSS 2.0,3557,680,8910,111437,2214,4071,it,0
SoloViolaepunto     ,3302,1489,78338,2800,27726,2406,it,0
Giuseppe Arrigo,3285,723,428,61,8,78,it,0
Sergio Pedri,3275,1005,1166,354,40,279,it,0
MissBuzzi,3264,1235,17986,2404,9695,305,it,0
La Crisi M'Istiga,3259,29,18600,1533,4875,996,it,0
Ivan Zanolla,3213,142,1135,53,177,77,it,0
Retweet,3111,1528,473,3951,500,4120,it,0
ZeroShadesOfMe,2993,612,532,212,0,242,it,0
Giovanni Mascellani,2981,1050,140,27,1,51,it,0
Flavio Copes,4937,1292,2423,842,0,38,en,0
Eleonora âˆž ,4288,37,12197,415,116,382,en,0
Fabio,4279,574,4375,521,27,487,it,0
perasperAdastra,4594,1021,36911,202,268,133,en,0
Stephanie,4432,654,3329,232,261,182,en,0
Matteo Stagni,4359,163,70,11,0,16,en,0
Maria Sole Bosaia,4312,564,1901,61,42,173,it,0
p h y l l i s.,4300,746,14835,373,451,874,it,0
Ɗenise Catto,4290,839,10954,314,149,148,en,0
Kathleen.,4275,947,2146,76,39,156,it,0
Michel Gelly,4177,396,4166,280,632,536,en,0
.,4143,1197,27096,1057,33,280,en,0
francisco meza,4069,637,4625,121,129,256,es,0
Stray Mind «,4057,1010,10043,362,56,233,it,0
eyes like catwoman,3943,564,22534,715,141,792,it,0
Mariella Cinquina,3922,1137,951,47,38,123,it,0
Erica Evans,3903,489,3847,183,2345,132,it,0
awksome,3881,1301,22257,495,113,413,it,0
Kisa,3876,470,115,16,2,67,it,0
David Bufton,3848,1118,1291,310,15,341,en,0
PensieriDiUnaGiulia,3831,1326,266,21,32,50,it,0
Giulia,3781,1152,1502,344,110,428,en,0
Vi·o.lent Urge.,3767,675,7654,154,1079,198,it,0
Loli Lopesino,3736,392,3074,445,501,618,es,0
Miriam Moretti,3703,189,23,6,4,30,it,0
three cheers for mcr,3694,209,5285,170,625,256,it,0
Dario Piombino,3688,890,309,280,31,149,en,0
Margherita Fontanesi,3643,575,2481,165,762,175,it,0
Stefano Dominici,3611,564,1346,174,3,69,it,0
abcdefgiulia,3608,1438,3190,105,354,42,it,0
Milky Way,3594,564,4042,130,827,154,it,0
Stefi,3572,1153,392,54,3,72,it,0
vambery ∞,3569,470,18611,295,1947,49,it,0
francesca albano,3567,1225,367,40,0,202,it,0
Lorenzo Ferrucci,3557,557,457,70,26,92,it,0
Mateo S. Franco,3555,40,8613,473,671,373,gl,0
Federico Quaglino,3547,1617,2740,107,39,258,en,0
Colle dell'ara,3541,953,42,293,0,1527,it,0
Reinman_MT,3484,1284,42290,2194,177,1558,en,0
Valentina Pignatale,3467,559,849,90,2,135,it,0
Matteo De Giuli,3414,733,299,82,191,174,en,0
Luca Pedrotta,3405,265,114,17,7,36,it,0
Luca Basso,3372,167,5035,153,55,221,it,0
Arnie Turner,3355,968,664,51,38,38,it,0
Giulia B.,3332,1241,865,371,236,300,it,0
Marco Chiacchiaretta,3311,307,524,42,0,40,it,0
Eleonora.,3304,251,492,57,470,83,it,0
Mauro Bellagamba,3296,1142,160,13,0,23,it,0
abbey destroya -11,3278,1139,4681,1206,2235,1650,it,0
Andrea Monica,3213,1130,25,15,7,44,it,0
SandraBù,3184,616,27327,973,7862,530,it,0
Ygor,3149,1225,42,18,6,18,it,0
Chasing Rainbows,3148,315,1487,94,332,107,it,0
Foto For Fake ,3125,1123,285,95,80,200,it,0
Claudia Breda,3123,300,34,24,4,63,it,0
PoshSpice,3123,499,9139,1361,3906,142,it,0
Thony,3076,564,69,37,31,66,it,0
Francesca Losanto,3067,124,423,2,0,20,it,0
Marianna De Caro,3066,1461,597,4,0,20,it,0
Pietro Anania,3064,1258,59,21,13,19,it,0
AristoCasta,3049,617,17,6,0,11,it,0
veronica inglese,3021,698,62,47,0,43,it,0
Il Rugno nel Pugno,2992,712,10,4,0,0,it,0
stefano jermini,2982,1439,323,33,1,197,it,0
Frilaif Official,2981,1372,49,208,14,124,it,0
♔♥HeartsQueen♥♔,2971,1674,66,22,0,55,it,0
angelagervasi,2967,659,4,0,3,4,it,0
Midnight,2955,628,3,2,0,4,it,0
ʸᵒᵘ,2954,1549,2568,351,318,341,it,0
